date,action,rule,trade_pct,btc_price,usdt_before,usdt_delta,usdt_after,btc_before,btc_delta,btc_fee,btc_after,nav,peak_nav,drawdown_pct,bear_pause,contrib_gross,contrib_net,platform_fee_paid,perf_fee_paid,platform_fees_cum,cum_gross_contrib,cagr_pct,total_roi_pct
2018/10/15,BUY,Base5,20,6574.23,22.5922,-4.5184,18.0737,51.64553568,0.00068675,0.00000055,51.64622242,339552.22,430529.94,21.1316,0,0,0,0,0,198.3922,26500,162.0472,1181.3291
2018/10/16,BUY,Base5,20,6582.98,18.0737,-3.6147,14.459,51.64622242,0.00054867,0.00000044,51.64677109,340004.12,430529.94,21.0266,0,0,0,0,0,198.3922,26500,161.918,1183.0344
2018/10/17,BUY,Base5,20,6569.79,14.459,-2.8918,11.5672,51.64677109,0.00043981,0.00000035,51.6472109,339322.9,430529.94,21.1848,0,0,0,0,0,198.3922,26500,161.4601,1180.4638
2018/10/18,BUY,Base5,20,6517.06,11.5672,-2.3134,9.2538,51.6472109,0.0003547,0.00000028,51.6475656,336599.54,430529.94,21.8174,0,0,0,0,0,198.3922,26500,160.4098,1170.1869
2018/10/19,BUY,Base4,20,6478.92,9.2538,-1.8508,7.403,51.6475656,0.00028543,0.00000023,51.64785103,334629.7,430529.94,22.2749,0,0,0,0,0,198.3922,26500,159.5795,1162.7536
2018/10/20,BUY,Base4,20,6508.88,7.403,-1.4806,5.9224,51.64785103,0.00022729,0.00000018,51.64807832,336177.07,430529.94,21.9155,0,0,0,0,0,198.3922,26500,159.7749,1168.5927
2018/10/21,BUY,Base5,20,6505.16,5.9224,-1.1845,4.7379,51.64807832,0.00018194,0.00000015,51.64826026,335984.93,430529.94,21.9601,0,0,0,0,0,198.3922,26500,159.4644,1167.8677
2018/10/22,BUY,Base4,20,6491.43,4.7379,-0.9476,3.7903,51.64826026,0.00014586,0.00000012,51.64840612,335275.8,430529.94,22.1249,0,0,0,0,0,198.3922,26500,159.0053,1165.1917
2018/10/23,BUY,Base4,20,6449.48,3.7903,-0.7581,3.0323,51.64840612,0.00011745,0.00000009,51.64852356,333109.15,430529.94,22.6281,0,0,0,0,0,198.3922,26500,158.1249,1157.0157
2018/10/24,BUY,Base4,20,6462.66,3.0323,-0.6065,2.4258,51.64852356,0.00009376,0.00000008,51.64861733,333789.88,430529.94,22.47,0,0,0,0,0,198.3922,26500,158.0713,1159.5844
2018/10/25,BUY,Base4,20,6461.37,2.4258,-0.4852,1.9407,51.64861733,0.00007503,0.00000006,51.64869235,333723.25,430529.94,22.4855,0,0,0,0,0,198.3922,26500,157.8018,1159.333
2018/10/26,BUY,Base4,20,6459.07,1.9407,-0.3881,1.5525,51.64869235,0.00006004,0.00000005,51.6487524,333604.46,430529.94,22.5131,0,0,0,0,0,198.3922,26500,157.518,1158.8848
2018/10/27,BUY,Base4,20,6457.22,1.5525,-0.3105,1.242,51.6487524,0.00004805,0.00000004,51.64880045,333508.91,430529.94,22.5353,0,0,0,0,0,198.3922,26500,157.2418,1158.5242
2018/10/28,BUY,Base4,20,6462.45,1.242,-0.2484,0.9936,51.64880045,0.00003841,0.00000003,51.64883885,333779.03,430529.94,22.4725,0,0,0,0,0,198.3922,26500,157.0715,1159.5435
2018/10/29,BUY,Base4,20,6296.78,0.9936,-0.1987,0.7949,51.64883885,0.00003153,0.00000003,51.64887039,325222.37,430529.94,24.46,0,0,0,0,0,198.3922,26500,154.3529,1127.2542
2018/10/30,BUY,Base4,20,6319.99,0.7949,-0.159,0.6359,51.64887039,0.00002513,0.00000002,51.64889552,326421.14,430529.94,24.1815,0,0,0,0,0,198.3922,26500,154.4592,1131.7779
2018/10/31,BUY,Base4,20,6333.51,0.6359,-0.1272,0.5087,51.64889552,0.00002006,0.00000002,51.64891559,327119.43,430529.94,24.0194,0,0,0,0,0,198.3922,26500,154.4194,1134.413
2018/11/01,BUY,Base4,20,6394.63,495.8655,-99.1731,396.6924,51.64891559,0.0154964,0.00001241,51.66441199,330771.49,430529.94,23.1711,0,500,495.3568,3.7433,0,202.1355,27000,153.463,1125.0796
2018/11/02,BUY,Base4,20,6435.35,396.6924,-79.3385,317.3539,51.66441199,0.01231868,0.00000986,51.67673067,332875.2,430529.94,22.6824,0,0,0,0,0,202.1355,27000,153.8198,1132.8711
2018/11/03,BUY,Base4,20,6408.32,317.3539,-63.4708,253.8831,51.67673067,0.00989651,0.00000792,51.68662718,331478.33,430529.94,23.0069,0,0,0,0,0,202.1355,27000,153.1855,1127.6975
2018/11/04,BUY,Base4,20,6472.64,253.8831,-50.7766,203.1065,51.68662718,0.00783853,0.00000628,51.69446571,334802.77,430529.94,22.2347,0,0,0,0,0,202.1355,27000,153.8831,1140.0103
2018/11/05,BUY,Base4,20,6432.49,203.1065,-40.6213,162.4852,51.69446571,0.00630997,0.00000505,51.70077568,332727.21,430529.94,22.7168,0,0,0,0,0,202.1355,27000,153.0614,1132.323
2018/11/06,BUY,Base4,20,6477.48,162.4852,-32.497,129.9882,51.70077568,0.00501291,0.00000401,51.70578859,335053.2,430529.94,22.1766,0,0,0,0,0,202.1355,27000,153.4752,1140.9378
2018/11/07,BUY,Base5,20,6550.07,129.9882,-25.9976,103.9905,51.70578859,0.00396589,0.00000318,51.70975448,338806.5,430529.94,21.3048,0,0,0,0,0,202.1355,27000,154.2801,1154.8389
2018/11/08,BUY,Base4,20,6488.11,103.9905,-20.7981,83.1924,51.70975448,0.00320301,0.00000256,51.71295748,335602.55,430529.94,22.049,0,0,0,0,0,202.1355,27000,153.1527,1142.9724
2018/11/09,BUY,Base4,20,6414.79,83.1924,-16.6385,66.5539,51.71295748,0.00259169,0.00000208,51.71554918,331810.94,430529.94,22.9296,0,0,0,0,0,202.1355,27000,151.8599,1128.9294
2018/11/10,BUY,Base4,20,6428.3,66.5539,-13.3108,53.2432,51.71554918,0.002069,0.00000166,51.71761818,332509.61,430529.94,22.7674,0,0,0,0,0,202.1355,27000,151.8205,1131.5171
2018/11/11,BUY,Base4,20,6453.84,53.2432,-10.6486,42.5945,51.71761818,0.00164865,0.00000132,51.71926683,333830.47,430529.94,22.4606,0,0,0,0,0,202.1355,27000,151.9534,1136.4091
2018/11/12,BUY,Base4,20,6439.73,42.5945,-8.5189,34.0756,51.71926683,0.00132181,0.00000106,51.72058863,333100.7,430529.94,22.6301,0,0,0,0,0,202.1355,27000,151.5173,1133.7063
2018/11/13,BUY,Base4,20,6404.35,34.0756,-6.8151,27.2605,51.72058863,0.00106329,0.00000085,51.72165192,331270.82,430529.94,23.0551,0,0,0,0,0,202.1355,27000,150.7774,1126.929
2018/11/14,BUY,Base4,20,5809.09,27.2605,-5.4521,21.8084,51.72165192,0.0009378,0.00000075,51.72258972,300482.99,430529.94,30.2063,0,0,0,0,0,202.1355,27000,141.751,1012.9
2018/11/15,BUY,Base3,22,5729.28,21.8084,-4.7978,17.0105,51.72258972,0.00083676,0.00000067,51.72342647,296355,430529.94,31.1651,0,0,0,0,0,202.1355,27000,140.3175,997.6111
2018/11/16,BUY,Base3,22,5709.72,17.0105,-3.7423,13.2682,51.72342647,0.00065491,0.00000052,51.72408138,295343.29,430529.94,31.4001,0,0,0,0,0,202.1355,27000,139.8067,993.864
2018/11/17,BUY,Base3,22,5704.37,13.2682,-2.919,10.3492,51.72408138,0.00051131,0.00000041,51.72459268,295066.56,430529.94,31.4643,0,0,0,0,0,202.1355,27000,139.515,992.8391
2018/11/18,BUY,Base3,22,5733.7,10.3492,-2.2768,8.0724,51.72459268,0.00039678,0.00000032,51.72498946,296583.64,430529.94,31.112,0,0,0,0,0,202.1355,27000,139.7543,998.4579
2018/11/19,BUY,Base2,45,4861.88,8.0724,-3.6326,4.4398,51.72498946,0.00074656,0.0000006,51.72573602,251488.76,430529.94,41.5862,0,0,0,0,0,202.1355,27000,125.5679,831.4399
2018/11/20,BUY,Base2,45,4487.07,4.4398,-1.9979,2.4419,51.72573602,0.0004449,0.00000036,51.72618092,232101.44,430529.94,46.0894,0,0,0,0,0,202.1355,27000,118.8958,759.635
2018/11/21,BUY,Base2,45,4647.8,2.4419,-1.0989,1.343,51.72618092,0.00023624,0.00000019,51.72641716,240415.38,430529.94,44.1583,0,0,0,0,0,202.1355,27000,121.5435,790.4274
2018/11/22,BUY,Base2,45,4368.67,1.343,-0.6044,0.7387,51.72641716,0.00013823,0.00000011,51.72655539,225976.99,430529.94,47.5119,0,0,0,0,0,202.1355,27000,116.4411,736.9518
2018/11/23,BUY,Base2,45,4404.21,0.7387,-0.3324,0.4063,51.72655539,0.00007541,0.00000006,51.7266308,227815.35,430529.94,47.0849,0,0,0,0,0,202.1355,27000,116.9121,743.7606
2018/11/24,BUY,Base1,50,3918.87,0.4063,-0.2031,0.2031,51.7266308,0.00005179,0.00000004,51.7266826,202710.35,430529.94,52.9161,0,0,0,0,0,202.1355,27000,107.7581,650.7791
2018/11/25,BUY,Base1,50,4033.13,0.2031,-0.1016,0.1016,51.7266826,0.00002516,0.00000002,51.72670776,208620.64,430529.94,51.5433,0,0,0,0,0,202.1355,27000,109.7807,672.669
2018/11/26,BUY,Base1,50,3828.18,0.1016,-0.0508,0.0508,51.72670776,0.00001326,0.00000001,51.72672102,198019.25,430529.94,54.0057,0,0,0,0,0,202.1355,27000,105.7063,633.4046
2018/11/27,BUY,Base1,50,3872,0.0508,-0.0254,0.0254,51.72672102,0.00000655,0.00000001,51.72672757,200285.91,430529.94,53.4792,0,0,0,0,0,202.1355,27000,106.4072,641.7997
2018/11/28,BUY,Base2,45,4304.54,0.0254,-0.0114,0.014,51.72672757,0.00000265,0,51.72673022,222659.79,430529.94,48.2824,0,0,0,0,0,202.1355,27000,114.3035,724.6659
2018/11/29,BUY,Base2,45,4336.46,0.014,-0.0063,0.0077,51.72673022,0.00000145,0,51.72673167,224310.91,430529.94,47.8989,0,0,0,0,0,202.1355,27000,114.7139,730.7811
2018/11/30,BUY,Base1,50,4031,0.0077,-0.0038,0.0038,51.72673167,0.00000095,0,51.72673262,208510.46,430529.94,51.5689,0,0,0,0,0,202.1355,27000,108.9751,672.261
2018/12/01,BUY,Base2,45,4238.14,495.3606,-222.9123,272.4483,51.72673262,0.05255464,0.00004208,51.77928726,219720.32,430529.94,48.9651,0,500,495.3568,3.7433,0,205.8787,27500,111.3978,698.983
2018/12/02,BUY,Base2,45,4189.1,272.4483,-122.6017,149.8466,51.77928726,0.02924343,0.00002341,51.8085307,217180.96,430529.94,49.555,0,0,0,0,0,205.8787,27500,110.3601,689.749
2018/12/03,BUY,Base1,50,3909.34,149.8466,-74.9233,74.9233,51.8085307,0.01914987,0.00001533,51.82768057,202686.95,430529.94,52.9215,0,0,0,0,0,205.8787,27500,105.0511,637.0434
2018/12/04,BUY,Base1,50,4006.55,74.9233,-37.4616,37.4616,51.82768057,0.00934262,0.00000748,51.83702319,207725.09,430529.94,51.7513,0,0,0,0,0,205.8787,27500,106.7212,655.364
2018/12/05,BUY,Base1,50,3777.31,37.4616,-18.7308,18.7308,51.83702319,0.00495481,0.00000397,51.84197799,195841.95,430529.94,54.5114,0,0,0,0,0,205.8787,27500,102.2536,612.1526
2018/12/06,BUY,Base1,50,3497.32,18.7308,-9.3654,9.3654,51.84197799,0.00267574,0.00000214,51.84465373,181326.71,430529.94,57.8829,0,0,0,0,0,205.8787,27500,96.6112,559.3699
2018/12/07,BUY,Base1,50,3445.45,9.3654,-4.6827,4.6827,51.84465373,0.00135801,0.00000109,51.84601174,178637.52,430529.94,58.5075,0,0,0,0,0,205.8787,27500,95.4325,549.591
