date,action,rule,trade_pct,btc_price,usdt_before,usdt_delta,usdt_after,btc_before,btc_delta,btc_fee,btc_after,nav,peak_nav,drawdown_pct,bear_pause,contrib_gross,contrib_net,perf_fee_paid,cum_gross_contrib,cagr_pct,,,
2022/09/03,BUY,Base2,27,19839.2,264.026,-71.287,192.739,3.54230529,0.00359037,0.00000287,3.54589566,70540.47,164199.24,57.0397,0,0,0,0,26500,44.2515,,,
2022/09/04,BUY,Base2,27,19998.25,192.739,-52.0395,140.6995,3.54589566,0.00260012,0.00000208,3.54849578,71104.41,164199.24,56.6963,0,0,0,0,26500,44.6273,,,
2022/09/05,BUY,Base2,27,19792.16,140.6995,-37.9889,102.7106,3.54849578,0.00191785,0.00000154,3.55041363,70373.07,164199.24,57.1417,0,0,0,0,26500,44.0156,,,
2022/09/06,BUY,Base1,50,18790.91,102.7106,-51.3553,51.3553,3.55041363,0.0027308,0.00000219,3.55314443,66818.17,164199.24,59.3066,0,0,0,0,26500,41.2047,,,
2022/09/07,BUY,Base1,50,19282.79,51.3553,-25.6777,25.6777,3.55314443,0.00133057,0.00000107,3.554475,68565.87,164199.24,58.2423,0,0,0,0,26500,42.5199,,,
2022/09/08,BUY,Base1,50,19311.1,25.6777,-12.8388,12.8388,3.554475,0.00066431,0.00000053,3.55513931,68666.49,164199.24,58.181,0,0,0,0,26500,42.5462,,,
2022/09/09,BUY,Base2,27,21508.89,12.8388,-3.4665,9.3723,3.55513931,0.00016104,0.00000013,3.55530035,76479.94,164199.24,53.4225,0,0,0,0,26500,48.3225,,,
2022/09/10,BUY,Base2,27,21655.63,9.3723,-2.5305,6.8418,3.55530035,0.00011676,0.00000009,3.55541711,77001.64,164199.24,53.1048,0,0,0,0,26500,48.638,,,
2022/09/11,BUY,Base2,27,21819.87,6.8418,-1.8473,4.9945,3.55541711,0.00008459,0.00000007,3.5555017,77585.58,164199.24,52.7491,0,0,0,0,26500,48.9954,,,
2022/09/12,BUY,Base2,27,22397.76,4.9945,-1.3485,3.646,3.5555017,0.00006016,0.00000005,3.55556186,79640.27,164199.24,51.4978,0,0,0,0,26500,50.3856,,,
2022/09/13,BUY,Base2,27,20175.36,3.646,-0.9844,2.6616,3.55556186,0.00004875,0.00000004,3.55561062,71738.39,164199.24,56.3102,0,0,0,0,26500,44.6158,,,
2022/09/14,BUY,Base2,27,20230.1,2.6616,-0.7186,1.943,3.55561062,0.00003549,0.00000003,3.55564611,71933.02,164199.24,56.1916,0,0,0,0,26500,44.7068,,,
2022/09/15,BUY,Base2,27,19703.33,1.943,-0.5246,1.4184,3.55564611,0.0000266,0.00000002,3.55567271,70060.01,164199.24,57.3323,0,0,0,0,26500,43.2486,,,
2022/09/16,BUY,Base2,27,19801.22,1.4184,-0.383,1.0354,3.55567271,0.00001932,0.00000002,3.55569204,70408.08,164199.24,57.1203,0,0,0,0,26500,43.4589,,,
2022/09/17,BUY,Base2,27,20116.13,1.0354,-0.2796,0.7558,3.55569204,0.00001389,0.00000001,3.55570592,71527.8,164199.24,56.4384,0,0,0,0,26500,44.2439,,,
2022/09/18,BUY,Base2,27,19419.21,0.7558,-0.2041,0.5518,3.55570592,0.0000105,0.00000001,3.55571643,69049.76,164199.24,57.9476,0,0,0,0,26500,42.3289,,,
2022/09/19,BUY,Base2,27,19543.36,0.5518,-0.149,0.4028,3.55571643,0.00000762,0.00000001,3.55572404,69491.2,164199.24,57.6787,0,0,0,0,26500,42.6125,,,
2022/09/20,BUY,Base1,50,18878.7,0.4028,-0.2014,0.2014,3.55572404,0.00001066,0.00000001,3.5557347,67127.85,164199.24,59.1181,0,0,0,0,26500,40.7586,,,
2022/09/21,BUY,Base1,50,18490.93,0.2014,-0.1007,0.1007,3.5557347,0.00000544,0,3.55574014,65749.04,164199.24,59.9578,0,0,0,0,26500,39.6412,,,
2022/09/22,BUY,Base2,27,19409.75,0.1007,-0.0272,0.0735,3.55574014,0.0000014,0,3.55574154,69016.13,164199.24,57.9681,0,0,0,0,26500,42.1017,,,
2022/09/23,BUY,Base1,50,19290.2,0.0735,-0.0368,0.0368,3.55574154,0.0000019,0,3.55574345,68591.04,164199.24,58.2269,0,0,0,0,26500,41.7301,,,
2022/09/24,BUY,Base1,50,18923.04,0.0368,-0.0184,0.0184,3.55574345,0.00000097,0,3.55574442,67285.51,164199.24,59.022,0,0,0,0,26500,40.6865,,,
2022/09/25,BUY,Base1,50,18799.6,0.0184,-0.0092,0.0092,3.55574442,0.00000049,0,3.5557449,66846.59,164199.24,59.2893,0,0,0,0,26500,40.302,,,
2022/09/26,BUY,Base1,50,19227.25,0.0092,-0.0046,0.0046,3.5557449,0.00000024,0,3.55574514,68367.21,164199.24,58.3633,0,0,0,0,26500,41.4126,,,
2022/09/27,BUY,Base1,50,19091.64,0.0046,-0.0023,0.0023,3.55574514,0.00000012,0,3.55574526,67885.01,164199.24,58.6569,0,0,0,0,26500,40.9986,,,
2022/09/28,BUY,Base1,50,19411.56,0.0023,-0.0011,0.0011,3.55574526,0.00000006,0,3.55574532,69022.56,164199.24,57.9641,0,0,0,0,26500,41.8075,,,
2022/09/29,BUY,Base2,27,19592.38,0.0011,-0.0003,0.0008,3.55574532,0.00000002,0,3.55574534,69665.51,164199.24,57.5726,0,0,0,0,26500,42.238,,,
2022/09/30,BUY,Base1,50,19424.37,0.0008,-0.0004,0.0004,3.55574534,0.00000002,0,3.55574536,69068.11,164199.24,57.9364,0,0,0,0,26500,41.7428,,,
2022/10/01,BUY,Base1,50,19309.01,495.3572,-247.6786,247.6786,3.55574536,0.01281684,0.00001026,3.5685622,69153.08,164199.24,57.8847,0,500,495.3568,0,27000,40.7963,,,
2022/10/02,BUY,Base1,50,19054.68,247.6786,-123.8393,123.8393,3.5685622,0.00649395,0.0000052,3.57505615,68245.39,164199.24,58.4375,0,0,0,0,27000,40.0741,,,
2022/10/03,BUY,Base2,27,19627.18,123.8393,-33.4366,90.4027,3.57505615,0.00170222,0.00000136,3.57675838,70292.08,164199.24,57.191,0,0,0,0,27000,41.5376,,,
2022/10/04,BUY,Base2,27,20344.65,90.4027,-24.4087,65.994,3.57675838,0.0011988,0.00000096,3.57795718,72858.28,164199.24,55.6281,0,0,0,0,27000,43.3409,,,
2022/10/05,BUY,Base2,27,20162.22,65.994,-17.8184,48.1756,3.57795718,0.00088304,0.00000071,3.57884022,72205.54,164199.24,56.0257,0,0,0,0,27000,42.8232,,,
2022/10/06,BUY,Base2,27,19952.39,48.1756,-13.0074,35.1682,3.57884022,0.0006514,0.00000052,3.57949162,71454.58,164199.24,56.483,0,0,0,0,27000,42.2335,,,
2022/10/07,BUY,Base2,27,19533.33,35.1682,-9.4954,25.6728,3.57949162,0.00048572,0.00000039,3.57997735,69954.55,164199.24,57.3965,0,0,0,0,27000,41.0971,,,
2022/10/08,BUY,Base1,50,19415.97,25.6728,-12.8364,12.8364,3.57997735,0.0006606,0.00000053,3.58063794,69534.4,164199.24,57.6524,0,0,0,0,27000,40.7425,,,
2022/10/09,BUY,Base1,50,19443.05,12.8364,-6.4182,6.4182,3.58063794,0.00032984,0.00000026,3.58096778,69631.35,164199.24,57.5934,0,0,0,0,27000,40.7657,,,
2022/10/10,BUY,Base1,50,19133.28,6.4182,-3.2091,3.2091,3.58096778,0.00016759,0.00000013,3.58113537,68522.07,164199.24,58.2689,0,0,0,0,27000,39.9058,,,
2022/10/11,BUY,Base1,50,19058.16,3.2091,-1.6045,1.6045,3.58113537,0.00008412,0.00000007,3.58121949,68253.06,164199.24,58.4328,0,0,0,0,27000,39.6614,,,
2022/10/12,BUY,Base1,50,19156.95,1.6045,-0.8023,0.8023,3.58121949,0.00004185,0.00000003,3.58126134,68606.85,164199.24,58.2173,0,0,0,0,27000,39.8754,,,
2022/10/13,BUY,Base1,50,19379.69,0.8023,-0.4011,0.4011,3.58126134,0.00002068,0.00000002,3.58128202,69404.54,164199.24,57.7315,0,0,0,0,27000,40.4116,,,
2022/10/14,BUY,Base1,50,19180.02,0.4011,-0.2006,0.2006,3.58128202,0.00001045,0.00000001,3.58129247,68689.46,164199.24,58.167,0,0,0,0,27000,39.8436,,,
2022/10/15,BUY,Base1,50,19066.49,0.2006,-0.1003,0.1003,3.58129247,0.00000526,0,3.58129773,68282.88,164199.24,58.4146,0,0,0,0,27000,39.5001,,,
2022/10/16,BUY,Base1,50,19262.3,0.1003,-0.0501,0.0501,3.58129773,0.0000026,0,3.58130033,68984.13,164199.24,57.9875,0,0,0,0,27000,39.9662,,,
2022/10/17,BUY,Base1,50,19548.62,0.0501,-0.0251,0.0251,3.58130033,0.00000128,0,3.58130161,70009.53,164199.24,57.3631,0,0,0,0,27000,40.6613,,,
2022/10/18,BUY,Base1,50,19330.85,0.0251,-0.0125,0.0125,3.58130161,0.00000065,0,3.58130226,69229.63,164199.24,57.838,0,0,0,0,27000,40.0519,,,
2022/10/19,BUY,Base1,50,19126.92,0.0125,-0.0063,0.0063,3.58130226,0.00000033,0,3.58130258,68499.29,164199.24,58.2828,0,0,0,0,27000,39.4761,,,
2022/10/20,BUY,Base1,50,19045.47,0.0063,-0.0031,0.0031,3.58130258,0.00000016,0,3.58130275,68207.6,164199.24,58.4605,0,0,0,0,27000,39.2184,,,
2022/10/21,BUY,Base1,50,19168.14,0.0031,-0.0016,0.0016,3.58130275,0.00000008,0,3.58130283,68646.92,164199.24,58.1929,0,0,0,0,27000,39.4925,,,
2022/10/22,BUY,Base1,50,19207.7,0.0016,-0.0008,0.0008,3.58130283,0.00000004,0,3.58130287,68788.59,164199.24,58.1066,0,0,0,0,27000,39.5497,,,
2022/10/23,BUY,Base1,50,19569.73,0.0008,-0.0004,0.0004,3.58130287,0.00000002,0,3.58130289,70085.13,164199.24,57.317,0,0,0,0,27000,40.4348,,,
2022/10/24,BUY,Base1,50,19332.88,0.0004,-0.0002,0.0002,3.58130289,0.00000001,0,3.5813029,69236.9,164199.24,57.8336,0,0,0,0,27000,39.7818,,,
2022/10/25,BUY,Base2,27,20086.6,0.0002,-0.0001,0.0001,3.5813029,0,0,3.5813029,71936.2,164199.24,56.1897,0,0,0,0,27000,41.648,,,
2022/10/26,BUY,Base2,27,20773.43,0.0001,0,0.0001,3.5813029,0,0,3.58130291,74395.95,164199.24,54.6917,0,0,0,0,27000,43.3001,,,
2022/10/27,BUY,Base2,27,20289.58,0.0001,0,0.0001,3.58130291,0,0,3.58130291,72663.13,164199.24,55.747,0,0,0,0,27000,42.0579,,,
2022/10/28,BUY,Base2,27,20596.05,0.0001,0,0.0001,3.58130291,0,0,3.58130291,73760.69,164199.24,55.0785,0,0,0,0,27000,42.7658,,,
2022/10/29,BUY,Base2,27,20807.86,0.0001,0,0,3.58130291,0,0,3.58130291,74519.25,164199.24,54.6166,0,0,0,0,27000,43.2343,,,
2022/10/30,BUY,Base2,27,20625.14,0,0,0,3.58130291,0,0,3.58130291,73864.87,164199.24,55.0151,0,0,0,0,27000,42.7386,,,
2022/10/31,BUY,Base2,27,20494.93,0,0,0,3.58130291,0,0,3.58130291,73398.55,164199.24,55.2991,0,0,0,0,27000,42.3706,,,
2022/11/01,BUY,Base2,27,20482.2,495.3568,-133.7463,361.6104,3.58130291,0.00652466,0.00000522,3.58782757,73848.21,164199.24,55.0252,0,500,495.3568,0,27500,41.7085,,,
2022/11/02,BUY,Base2,27,20153.44,361.6104,-97.6348,263.9756,3.58782757,0.0048407,0.00000388,3.59266826,72668.6,164199.24,55.7436,0,0,0,0,27500,40.8589,,,
2022/11/03,BUY,Base2,27,20205.21,263.9756,-71.2734,192.7022,3.59266826,0.00352466,0.00000282,3.59619292,72854.54,164199.24,55.6304,0,0,0,0,27500,40.9392,,,
2022/11/04,BUY,Base2,27,21145.12,192.7022,-52.0296,140.6726,3.59619292,0.00245863,0.00000197,3.59865155,76234.59,164199.24,53.5719,0,0,0,0,27500,43.159,,,
2022/11/05,BUY,Base2,27,21300.5,140.6726,-37.9816,102.691,3.59865155,0.00178171,0.00000143,3.60043325,76793.72,164199.24,53.2314,0,0,0,0,27500,43.4777,,,
2022/11/06,BUY,Base2,27,20918.72,102.691,-27.7266,74.9644,3.60043325,0.00132438,0.00000106,3.60175764,75419.12,164199.24,54.0685,0,0,0,0,27500,42.5209,,,
2022/11/07,BUY,Base2,27,20591.58,74.9644,-20.2404,54.724,3.60175764,0.00098216,0.00000079,3.60273979,74240.83,164199.24,54.7861,0,0,0,0,27500,41.6875,,,
2022/11/08,BUY,Base1,50,18549.81,54.724,-27.362,27.362,3.60273979,0.00147388,0.00000118,3.60421367,66884.84,164199.24,59.266,0,0,0,0,27500,36.5532,,,
2022/11/09,BUY,Base1,50,15912.88,27.362,-13.681,13.681,3.60421367,0.00085906,0.00000069,3.60507273,57380.77,164199.24,65.0542,0,0,0,0,27500,29.3788,,,
2022/11/10,BUY,Base1,50,17628.38,13.681,-6.8405,6.8405,3.60507273,0.00038773,0.00000031,3.60546046,63565.27,164199.24,61.2877,0,0,0,0,27500,34.0628,,,
2022/11/11,BUY,Base1,50,17054.13,6.8405,-3.4203,3.4203,3.60546046,0.00020039,0.00000016,3.60566085,61494.83,164199.24,62.5487,0,0,0,0,27500,32.4829,,,
2022/11/12,BUY,Base1,50,16778.37,3.4203,-1.7101,1.7101,3.60566085,0.00010184,0.00000008,3.60576269,60500.53,164199.24,63.1542,0,0,0,0,27500,31.6955,,,
2022/11/13,BUY,Base1,50,16331.09,1.7101,-0.8551,0.8551,3.60576269,0.00005232,0.00000004,3.60581501,58887.74,164199.24,64.1364,0,0,0,0,27500,30.4257,,,
2022/11/14,BUY,Base1,50,16616.11,0.8551,-0.4275,0.4275,3.60581501,0.00002571,0.00000002,3.60584072,59915.47,164199.24,63.5105,0,0,0,0,27500,31.1813,,,
2022/11/15,BUY,Base1,50,16887.1,0.4275,-0.2138,0.2138,3.60584072,0.00001265,0.00000001,3.60585337,60892.62,164199.24,62.9154,0,0,0,0,27500,31.8882,,,
2022/11/16,BUY,Base1,50,16662.26,0.2138,-0.1069,0.1069,3.60585337,0.00000641,0.00000001,3.60585978,60081.88,164199.24,63.4092,0,0,0,0,27500,31.2401,,,
2022/11/17,BUY,Base1,50,16683.86,0.1069,-0.0534,0.0534,3.60585978,0.0000032,0,3.60586298,60159.77,164199.24,63.3617,0,0,0,0,27500,31.2652,,,
2022/11/18,BUY,Base1,50,16690.51,0.0534,-0.0267,0.0267,3.60586298,0.0000016,0,3.60586458,60183.75,164199.24,63.3471,0,0,0,0,27500,31.2494,,,
2022/11/19,BUY,Base1,50,16694.02,0.0267,-0.0134,0.0134,3.60586458,0.0000008,0,3.60586537,60196.4,164199.24,63.3394,0,0,0,0,27500,31.2251,,,
2022/11/20,BUY,Base1,50,16275.4,0.0134,-0.0067,0.0067,3.60586537,0.00000041,0,3.60586579,58686.91,164199.24,64.2587,0,0,0,0,27500,30.0418,,,
2022/11/21,BUY,Base1,50,15774.48,0.0067,-0.0033,0.0033,3.60586579,0.00000021,0,3.605866,56880.66,164199.24,65.3588,0,0,0,0,27500,28.6099,,,
2022/11/22,BUY,Base1,50,16205.82,0.0033,-0.0017,0.0017,3.605866,0.0000001,0,3.6058661,58436.02,164199.24,64.4115,0,0,0,0,27500,29.7846,,,
2022/11/23,BUY,Base1,50,16613.91,0.0017,-0.0008,0.0008,3.6058661,0.00000005,0,3.60586615,59907.54,164199.24,63.5153,0,0,0,0,27500,30.8725,,,
2022/11/24,BUY,Base1,50,16596.71,0.0008,-0.0004,0.0004,3.60586615,0.00000003,0,3.60586617,59845.52,164199.24,63.5531,0,0,0,0,27500,30.7925,,,
2022/11/25,BUY,Base1,50,16512.92,0.0004,-0.0002,0.0002,3.60586617,0.00000001,0,3.60586619,59543.38,164199.24,63.7371,0,0,0,0,27500,30.5313,,,
2022/11/26,BUY,Base1,50,16453.32,0.0002,-0.0001,0.0001,3.60586619,0.00000001,0,3.60586619,59328.47,164199.24,63.868,0,0,0,0,27500,30.336,,,
2022/11/27,BUY,Base1,50,16419.68,0.0001,-0.0001,0.0001,3.60586619,0,0,3.6058662,59207.17,164199.24,63.9419,0,0,0,0,27500,30.2116,,,
2022/11/28,BUY,Base1,50,16210.78,0.0001,0,0,3.6058662,0,0,3.6058662,58453.9,164199.24,64.4006,0,0,0,0,27500,29.6073,,,
2022/11/29,BUY,Base1,50,16438.87,0,0,0,3.6058662,0,0,3.6058662,59276.37,164199.24,63.8997,0,0,0,0,27500,30.1992,,,
2022/11/30,BUY,Base1,50,17172.14,0,0,0,3.6058662,0,0,3.6058662,61920.44,164199.24,62.2894,0,0,0,0,27500,32.1316,,,
2022/12/01,BUY,Base1,50,16979.06,495.3568,-247.6784,247.6784,3.6058662,0.01457561,0.00001167,3.62044181,61719.38,164199.24,62.4119,0,500,495.3568,0,28000,31.1369,,,
2022/12/02,BUY,Base1,50,17096.81,247.6784,-123.8392,123.8392,3.62044181,0.00723761,0.00000579,3.62767943,62145.59,164199.24,62.1523,0,0,0,0,28000,31.413,,,
2022/12/03,BUY,Base1,50,16888.65,123.8392,-61.9196,61.9196,3.62767943,0.00366341,0.00000293,3.63134284,61390.4,164199.24,62.6123,0,0,0,0,28000,30.8307,,,
2022/12/04,BUY,Base1,50,17118.47,61.9196,-30.9598,30.9598,3.63134284,0.00180711,0.00000145,3.63314995,62224.93,164199.24,62.104,0,0,0,0,28000,31.4032,,,
2022/12/05,BUY,Base1,50,16968.89,30.9598,-15.4799,15.4799,3.63314995,0.00091152,0.00000073,3.63406148,61681.47,164199.24,62.435,0,0,0,0,28000,30.9764,,,
2022/12/06,BUY,Base1,50,17089.93,15.4799,-7.7399,7.7399,3.63406148,0.00045253,0.00000036,3.63451401,62121.33,164199.24,62.1671,0,0,0,0,28000,31.2614,,,
2022/12/07,BUY,Base1,50,16839.07,7.7399,-3.87,3.87,3.63451401,0.00022964,0.00000018,3.63474365,61209.57,164199.24,62.7224,0,0,0,0,28000,30.568,,,
2022/12/08,BUY,Base1,50,17226.21,3.87,-1.935,1.935,3.63474365,0.00011224,0.00000009,3.63485588,62616.73,164199.24,61.8654,0,0,0,0,28000,31.5504,,,
2022/12/09,BUY,Base1,50,17129.66,1.935,-0.9675,0.9675,3.63485588,0.00005644,0.00000005,3.63491232,62265.78,164199.24,62.0791,0,0,0,0,28000,31.2654,,,
2022/12/10,BUY,Base1,50,17129.19,0.9675,-0.4837,0.4837,3.63491232,0.00002822,0.00000002,3.63494054,62264.07,164199.24,62.0802,0,0,0,0,28000,31.2309,,,
2022/12/11,BUY,Base1,50,17092.57,0.4837,-0.2419,0.2419,3.63494054,0.00001414,0.00000001,3.63495468,62130.96,164199.24,62.1612,0,0,0,0,28000,31.1024,,,
2022/12/12,BUY,Base1,50,17208.84,0.2419,-0.1209,0.1209,3.63495468,0.00000702,0.00000001,3.6349617,62553.6,164199.24,61.9038,0,0,0,0,28000,31.3713,,,
2022/12/13,BUY,Base1,50,17776.87,0.1209,-0.0605,0.0605,3.6349617,0.0000034,0,3.6349651,64618.36,164199.24,60.6464,0,0,0,0,28000,32.7925,,,
2022/12/14,BUY,Base1,50,17800.53,0.0605,-0.0302,0.0302,3.6349651,0.0000017,0,3.6349668,64704.37,164199.24,60.594,0,0,0,0,28000,32.8174,,,
2022/12/15,BUY,Base1,50,17358.6,0.0302,-0.0151,0.0151,3.6349668,0.00000087,0,3.63496767,63097.96,164199.24,61.5723,0,0,0,0,28000,31.6573,,,
2022/12/16,BUY,Base1,50,16636.3,0.0151,-0.0076,0.0076,3.63496767,0.00000045,0,3.63496812,60472.43,164199.24,63.1713,0,0,0,0,28000,29.7454,,,
2022/12/17,BUY,Base1,50,16780.64,0.0076,-0.0038,0.0038,3.63496812,0.00000023,0,3.63496834,60997.1,164199.24,62.8518,0,0,0,0,28000,30.0933,,,
2022/12/18,BUY,Base1,50,16738.69,0.0038,-0.0019,0.0019,3.63496834,0.00000011,0,3.63496846,60844.61,164199.24,62.9446,0,0,0,0,28000,29.9519,,,
2022/12/19,BUY,Base1,50,16441.57,0.0019,-0.0009,0.0009,3.63496846,0.00000006,0,3.63496851,59764.59,164199.24,63.6024,0,0,0,0,28000,29.138,,,
2022/12/20,BUY,Base1,50,16903.99,0.0009,-0.0005,0.0005,3.63496851,0.00000003,0,3.63496854,61445.47,164199.24,62.5787,0,0,0,0,28000,30.3199,,,
2022/12/21,BUY,Base1,50,16825.6,0.0005,-0.0002,0.0002,3.63496854,0.00000001,0,3.63496856,61160.53,164199.24,62.7522,0,0,0,0,28000,30.0843,,,
2022/12/22,BUY,Base1,50,16819.34,0.0002,-0.0001,0.0001,3.63496856,0.00000001,0,3.63496856,61137.77,164199.24,62.7661,0,0,0,0,28000,30.0366,,,
2022/12/23,BUY,Base1,50,16776.57,0.0001,-0.0001,0.0001,3.63496856,0,0,3.63496857,60982.3,164199.24,62.8608,0,0,0,0,28000,29.894,,,
2022/12/24,BUY,Base1,50,16831.49,0.0001,0,0,3.63496857,0,0,3.63496857,61181.94,164199.24,62.7392,0,0,0,0,28000,30.0053,,,
2022/12/25,BUY,Base1,50,16832.54,0,0,0,3.63496857,0,0,3.63496857,61185.75,164199.24,62.7369,0,0,0,0,28000,29.9767,,,
2022/12/26,BUY,Base1,50,16922.02,0,0,0,3.63496857,0,0,3.63496857,61511.01,164199.24,62.5388,0,0,0,0,28000,30.1765,,,
2022/12/27,BUY,Base1,50,16701.53,0,0,0,3.63496857,0,0,3.63496857,60709.54,164199.24,63.0269,0,0,0,0,28000,29.5749,,,
2022/12/28,BUY,Base1,50,16541.47,0,0,0,3.63496857,0,0,3.63496857,60127.72,164199.24,63.3812,0,0,0,0,28000,29.1275,,,
2022/12/29,BUY,Base1,50,16640.13,0,0,0,3.63496857,0,0,3.63496857,60486.35,164199.24,63.1628,0,0,0,0,28000,29.3541,,,
2022/12/30,BUY,Base1,50,16605.72,0,0,0,3.63496857,0,0,3.63496857,60361.27,164199.24,63.239,0,0,0,0,28000,29.2344,,,
2022/12/31,BUY,Base1,50,16537.35,0,0,0,3.63496857,0,0,3.63496857,60112.75,164199.24,63.3904,0,0,0,0,28000,29.0264,,,
2023/01/01,BUY,Base1,50,16614.8,495.3568,-247.6784,247.6784,3.63496857,0.01489517,0.00001193,3.64986374,60889.43,164199.24,62.9173,0,500,495.3568,0,28500,28.7876,,,
2023/01/02,BUY,Base1,50,16671.85,247.6784,-123.8392,123.8392,3.64986374,0.0074221,0.00000594,3.65728584,61097.56,164199.24,62.7906,0,0,0,0,28500,28.9042,,,
2023/01/03,BUY,Base1,50,16668.57,123.8392,-61.9196,61.9196,3.65728584,0.00371178,0.00000297,3.66099762,61085.51,164199.24,62.7979,0,0,0,0,28500,28.866,,,
2023/01/04,BUY,Base1,50,16855.15,61.9196,-30.9598,30.9598,3.66099762,0.00183535,0.00000147,3.66283296,61768.56,164199.24,62.3819,0,0,0,0,28500,29.3133,,,
2023/01/05,BUY,Base1,50,16826.85,30.9598,-15.4799,15.4799,3.66283296,0.00091922,0.00000074,3.66375218,61664.89,164199.24,62.4451,0,0,0,0,28500,29.211,,,
2023/01/06,BUY,Base1,50,16950.69,15.4799,-7.7399,7.7399,3.66375218,0.00045625,0.00000037,3.66420843,62118.6,164199.24,62.1688,0,0,0,0,28500,29.4954,,,
2023/01/07,BUY,Base1,50,16947.98,7.7399,-3.87,3.87,3.66420843,0.00022816,0.00000018,3.66443659,62108.67,164199.24,62.1748,0,0,0,0,28500,29.4582,,,
2023/01/08,BUY,Base1,50,17120.25,3.87,-1.935,1.935,3.66443659,0.00011293,0.00000009,3.66454952,62739.94,164199.24,61.7904,0,0,0,0,28500,29.862,,,
2023/01/09,BUY,Base1,50,17185.44,1.935,-0.9675,0.9675,3.66454952,0.00005625,0.00000005,3.66460578,62978.83,164199.24,61.6449,0,0,0,0,28500,29.9947,,,
2023/01/10,BUY,Base1,50,17444.39,0.9675,-0.4837,0.4837,3.66460578,0.00002771,0.00000002,3.66463348,63927.78,164199.24,61.0669,0,0,0,0,28500,30.6078,,,
2023/01/11,BUY,Base1,50,17937.91,0.4837,-0.2419,0.2419,3.66463348,0.00001347,0.00000001,3.66464696,65736.35,164199.24,59.9655,0,0,0,0,28500,31.7849,,,
2023/01/12,BUY,Base2,27,18853.03,0.2419,-0.0653,0.1766,3.66464696,0.00000346,0,3.66465042,69089.94,164199.24,57.9231,0,0,0,0,28500,33.9329,,,
2023/01/13,BUY,Base2,27,19929.3,0.1766,-0.0477,0.1289,3.66465042,0.00000239,0,3.66465281,73034.09,164199.24,55.5211,0,0,0,0,28500,36.3706,,,
2023/01/14,BUY,Base2,27,20955.52,0.1289,-0.0348,0.0941,3.66465281,0.00000166,0,3.66465447,76794.83,164199.24,53.2307,0,0,0,0,28500,38.6058,,,
2023/01/15,BUY,Base2,27,20876.58,0.0941,-0.0254,0.0687,3.66465447,0.00000122,0,3.66465568,76505.55,164199.24,53.4069,0,0,0,0,28500,38.393,,,
2023/01/16,BUY,Base2,27,21186.6,0.0687,-0.0185,0.0501,3.66465568,0.00000087,0,3.66465656,77641.66,164199.24,52.715,0,0,0,0,28500,39.0247,,,
2023/01/17,BUY,Base2,27,21138.92,0.0501,-0.0135,0.0366,3.66465656,0.00000064,0,3.6646572,77466.93,164199.24,52.8214,0,0,0,0,28500,38.8807,,,
2023/01/18,BUY,Base2,27,20678.33,0.0366,-0.0099,0.0267,3.6646572,0.00000048,0,3.66465768,75779.03,164199.24,53.8493,0,0,0,0,28500,37.8396,,,
2023/01/19,BUY,Base2,27,21078.45,0.0267,-0.0072,0.0195,3.66465768,0.00000034,0,3.66465802,77245.33,164199.24,52.9563,0,0,0,0,28500,38.6685,,,
2023/01/20,BUY,Base3,22,22682.2,0.0195,-0.0043,0.0152,3.66465802,0.00000019,0,3.66465821,83122.53,164199.24,49.377,0,0,0,0,28500,41.9981,,,
2023/01/21,BUY,Base3,22,22779.21,0.0152,-0.0033,0.0119,3.66465821,0.00000015,0,3.66465835,83478.03,164199.24,49.1605,0,0,0,0,28500,42.152,,,
2023/01/22,BUY,Base3,22,22718.13,0.0119,-0.0026,0.0093,3.66465835,0.00000011,0,3.66465847,83254.2,164199.24,49.2968,0,0,0,0,28500,41.9825,,,
2023/01/23,BUY,Base3,22,22918.37,0.0093,-0.002,0.0072,3.66465847,0.00000009,0,3.66465856,83988.01,164199.24,48.8499,0,0,0,0,28500,42.3455,,,
2023/01/24,BUY,Base2,27,22638.9,0.0072,-0.0019,0.0053,3.66465856,0.00000009,0,3.66465864,82963.85,164199.24,49.4737,0,0,0,0,28500,41.7318,,,
2023/01/25,BUY,Base3,22,23059.39,0.0053,-0.0012,0.0041,3.66465864,0.00000005,0,3.66465869,84504.8,164199.24,48.5352,0,0,0,0,28500,42.5406,,,
